placement,order,traffic,traffic_kind,row_hit_rate,row_miss_rate,bank_conflict_rate,ch_balance_std,subch_balance_std,rank_balance_std,bg_balance_std,bank_balance_std,avg_parallelism,window
ord10_xor_rank,col-bg-row-rank-bank,strided,strided,0.74995,0.25005,0.0,0.0,0.0,1.0,0.0,1.7320508075688772,7.99475,32
ord10_xor_rank,col-bg-row-rank-bank,random,random,0.0,1.0,0.03135,0.0,0.0,0.0037,0.019326665516844855,0.03885357126442819,20.4415,32
ord10_xor_rank,col-bg-row-rank-bank,locality,locality,0.00185,0.99815,0.1143,0.0,0.0,0.0149,0.016712869292853337,0.06408244689460602,14.1816,32
ord10_xor_bank,col-bg-row-rank-bank,linear,linear,0.93745,0.06255,0.0,0.0,0.0,1.0,0.0022978250586152115,1.7320569043769893,2.9358,32
ord10_xor_bank,col-bg-row-rank-bank,strided,strided,0.74995,0.25005,0.0,0.0,0.0,1.0,0.0,1.7320508075688772,7.99475,32
ord10_xor_bank,col-bg-row-rank-bank,random,random,0.0,1.0,0.03065,0.0,0.0,0.0039,0.019326665516844855,0.03505880773785669,20.44015,32
ord10_xor_bank,col-bg-row-rank-bank,locality,locality,0.00185,0.99815,0.11485,0.0,0.0,0.0287,0.016712869292853337,0.07837550637794947,14.20125,32
ord11_direct,col-bg-row-bank-rank,linear,linear,0.93745,0.06255,0.0,0.0,0.0,1.0,0.0022978250586152115,1.7320569043769893,2.9358,32
ord11_direct,col-bg-row-bank-rank,strided,strided,0.74995,0.25005,0.0,0.0,0.0,1.0,0.0,1.7320508075688772,7.99475,32
ord11_direct,col-bg-row-bank-rank,random,random,0.0,1.0,0.0314,0.0,0.0,0.0067,0.019326665516844855,0.04322221650956832,20.3831,32
ord11_direct,col-bg-row-bank-rank,locality,locality,0.00185,0.99815,0.11475,0.0,0.0,0.0365,0.016712869292853337,0.07064616054676999,14.31325,32
ord11_xor_bg,col-bg-row-bank-rank,linear,linear,0.93745,0.06255,0.0,0.0,0.0,1.0,0.0022978250586152115,1.7320569043769893,2.9358,32
ord11_xor_bg,col-bg-row-bank-rank,strided,strided,0.74995,0.25005,0.0,0.0,0.0,1.0,0.0,1.7320508075688772,7.99475,32
ord11_xor_bg,col-bg-row-bank-rank,random,random,0.0,1.0,0.02945,0.0,0.0,0.0067,0.01798777362543792,0.03445344685223817,20.49955,32
ord11_xor_bg,col-bg-row-bank-rank,locality,locality,0.00185,0.99815,0.11485,0.0,0.0,0.0365,0.02409896263327532,0.0762721443254351,14.2907,32
ord11_xor_bank,col-bg-row-bank-rank,linear,linear,0.93745,0.06255,0.0,0.0,0.0,1.0,0.0022978250586152115,1.7320569043769893,2.9358,32
ord11_xor_bank,col-bg-row-bank-rank,strided,strided,0.74995,0.25005,0.0,0.0,0.0,1.0,0.0,1.7320508075688772,7.99475,32
ord11_xor_bank,col-bg-row-bank-rank,random,random,5e-05,0.99995,0.03235,0.0,0.0,0.0067,0.019326665516844855,0.04063692901782811,20.4455,32
ord11_xor_bank,col-bg-row-bank-rank,locality,locality,0.0019,0.9981,0.1143,0.0,0.0,0.0365,0.016712869292853337,0.061211763575312876,14.1781,32
ord11_xor_rank,col-bg-row-bank-rank,linear,linear,0.93745,0.06255,0.0,0.0,0.0,1.0,0.0022978250586152115,1.7320569043769893,2.9358,32
ord11_xor_rank,col-bg-row-bank-rank,strided,strided,0.74995,0.25005,0.0,0.0,0.0,1.0,0.0,1.7320508075688772,7.99475,32
ord11_xor_rank,col-bg-row-bank-rank,random,random,0.0,1.0,0.0314,0.0,0.0,0.0027,0.019326665516844855,0.04322221650956832,20.3831,32
ord11_xor_rank,col-bg-row-bank-rank,locality,locality,0.00185,0.99815,0.11475,0.0,0.0,0.0541,0.016712869292853337,0.07064616054676999,14.31325,32
ord12_direct,col-bank-rank-bg-row,linear,linear,0.9686,0.0314,0.0,0.0,0.0,0.0006,0.022374986033515194,0.022810523887013205,2.9358,32
ord12_direct,col-bank-rank-bg-row,strided,strided,0.8748,0.1252,0.0,0.0,0.0,0.0,0.002835489375751565,0.0030199337741083,6.37155,32
ord12_direct,col-bank-rank-bg-row,random,random,0.0,1.0,0.03255,0.0,0.0,0.0004,0.01580759311217239,0.03959595938981653,20.4674,32
ord12_direct,col-bank-rank-bg-row,locality,locality,0.0062,0.9938,0.02995,0.0,0.0,0.0047,0.023059921942625912,0.04116892031618027,20.35565,32
ord12_xor_bank,col-bank-rank-bg-row,linear,linear,0.9686,0.0314,0.0,0.0,0.0,0.0006,0.022374986033515194,0.022810523887013205,2.9358,32
ord12_xor_bank,col-bank-rank-bg-row,strided,strided,0.8748,0.1252,0.0,0.0,0.0,0.0,0.002835489375751565,0.0030199337741083,6.37155,32
ord12_xor_bank,col-bank-rank-bg-row,random,random,0.0,1.0,0.0327,0.0,0.0,0.0004,0.01580759311217239,0.03968677361539988,20.42145,32
ord12_xor_bank,col-bank-rank-bg-row,locality,locality,0.0062,0.9938,0.03055,0.0,0.0,0.0047,0.023059921942625912,0.042599530513844866,20.34555,32
ord12_xor_rank,col-bank-rank-bg-row,linear,linear,0.9686,0.0314,0.0,0.0,0.0,0.0006,0.022374986033515194,0.022810523887013205,2.9358,32
ord12_xor_rank,col-bank-rank-bg-row,strided,strided,0.8748,0.1252,0.0,0.0,0.0,0.0,0.002835489375751565,0.0030199337741083,6.37155,32
ord12_xor_rank,col-bank-rank-bg-row,random,random,0.0,1.0,0.03255,0.0,0.0,0.0137,0.01580759311217239,0.03959595938981653,20.4674,32
ord12_xor_rank,col-bank-rank-bg-row,locality,locality,0.0062,0.9938,0.02995,0.0,0.0,0.0076,0.023059921942625912,0.04116892031618027,20.35565,32
ord12_xor_bg,col-bank-rank-bg-row,linear,linear,0.9686,0.0314,0.0,0.0,0.0,0.0006,0.022374986033515194,0.022810523887013205,2.9358,32
ord12_xor_bg,col-bank-rank-bg-row,strided,strided,0.8748,0.1252,0.0,0.0,0.0,0.0,0.002835489375751565,0.0030199337741083,6.37155,32
ord12_xor_bg,col-bank-rank-bg-row,random,random,0.0,1.0,0.0313,0.0,0.0,0.0004,0.015368799562750501,0.035049679028487546,20.37615,32
ord12_xor_bg,col-bank-rank-bg-row,locality,locality,0.00625,0.99375,0.03005,0.0,0.0,0.0047,0.017378147196982767,0.04076076544914239,20.38185,32
ord13_direct,col-bank-rank-row-bg,linear,linear,0.9686,0.0314,0.0,0.0,0.0,0.0006,2.6457513110645903,2.6457533671905247,2.9358,32
ord13_direct,col-bank-rank-row-bg,strided,strided,0.8748,0.1252,0.0,0.0,0.0,0.0,2.6457513110645903,2.6457513110645903,3.99895,32
ord13_direct,col-bank-rank-row-bg,random,random,0.0,1.0,0.03005,0.0,0.0,0.0004,0.027240411156955763,0.04501022106144337,20.37505,32
ord13_direct,col-bank-rank-row-bg,locality,locality,0.00255,0.99745,0.22905,0.0,0.0,0.0047,0.08174325660260912,0.08826958706145621,10.0911,32
ord13_xor_bank,col-bank-rank-row-bg,linear,linear,0.9686,0.0314,0.0,0.0,0.0,0.0006,2.6457513110645903,2.6457533671905247,2.9358,32
ord13_xor_bank,col-bank-rank-row-bg,strided,strided,0.8748,0.1252,0.0,0.0,0.0,0.0,2.6457513110645903,2.6457513110645903,3.99895,32
ord13_xor_bank,col-bank-rank-row-bg,random,random,0.0,1.0,0.03045,0.0,0.0,0.0004,0.027240411156955763,0.05489335114565333,20.31285,32
ord13_xor_bank,col-bank-rank-row-bg,locality,locality,0.00255,0.99745,0.22835,0.0,0.0,0.0047,0.08174325660260912,0.08989149014228211,10.10485,32
ord13_xor_rank,col-bank-rank-row-bg,linear,linear,0.9686,0.0314,0.0,0.0,0.0,0.0006,2.6457513110645903,2.6457533671905247,2.9358,32
ord13_xor_rank,col-bank-rank-row-bg,strided,strided,0.8748,0.1252,0.0,0.0,0.0,0.0,2.6457513110645903,2.6457513110645903,3.99895,32
ord13_xor_rank,col-bank-rank-row-bg,random,random,0.0,1.0,0.03005,0.0,0.0,0.0046,0.027240411156955763,0.04501022106144337,20.37505,32
ord13_xor_rank,col-bank-rank-row-bg,locality,locality,0.00255,0.99745,0.22905,0.0,0.0,0.0031,0.08174325660260912,0.08826958706145621,10.0911,32
ord13_xor_bg,col-bank-rank-row-bg,linear,linear,0.9686,0.0314,0.0,0.0,0.0,0.0006,2.6457513110645903,2.6457533671905247,2.9358,32
ord13_xor_bg,col-bank-rank-row-bg,strided,strided,0.8748,0.1252,0.0,0.0,0.0,0.0,2.6457513110645903,2.6457513110645903,3.99895,32
ord13_xor_bg,col-bank-rank-row-bg,random,random,0.0,1.0,0.03105,0.0,0.0,0.0004,0.016223439832538596,0.033590474840347224,20.40045,32
ord13_xor_bg,col-bank-rank-row-bg,locality,locality,0.00255,0.99745,0.2275,0.0,0.0,0.0047,0.10292599282979979,0.10782578541332309,10.1856,32
ord14_direct,col-bank-bg-rank-row,linear,linear,0.968,0.032,0.0,0.0,0.0,0.0186,0.0030199337741083,0.005366563145999496,2.9358,32
ord14_direct,col-bank-bg-rank-row,strided,strided,0.8746,0.1254,0.0,0.0,0.0,0.0016,0.0024738633753705963,0.002683281572999748,8.7436,32
ord14_direct,col-bank-bg-rank-row,random,random,0.0,1.0,0.03175,0.0,0.0,0.0083,0.012658593918757328,0.03491704454847231,20.4326,32
ord14_direct,col-bank-bg-rank-row,locality,locality,0.0068,0.9932,0.0293,0.0,0.0,0.0049,0.023653329575347316,0.039561597541049834,20.41895,32
ord14_xor_bank,col-bank-bg-rank-row,linear,linear,0.968,0.032,0.0,0.0,0.0,0.0186,0.0030199337741083,0.005366563145999496,2.9358,32
ord14_xor_bank,col-bank-bg-rank-row,strided,strided,0.8746,0.1254,0.0,0.0,0.0,0.0016,0.0024738633753705963,0.002683281572999748,8.7436,32
ord14_xor_bank,col-bank-bg-rank-row,random,random,0.0,1.0,0.03335,0.0,0.0,0.0083,0.012658593918757328,0.03195747173979819,20.46195,32
ord14_xor_bank,col-bank-bg-rank-row,locality,locality,0.0068,0.9932,0.02965,0.0,0.0,0.0049,0.023653329575347316,0.045684132912861546,20.4222,32
ord14_xor_bg,col-bank-bg-rank-row,linear,linear,0.968,0.032,0.0,0.0,0.0,0.0186,0.0030199337741083,0.005366563145999496,2.9358,32
ord14_xor_bg,col-bank-bg-rank-row,strided,strided,0.8746,0.1254,0.0,0.0,0.0,0.0016,0.0024738633753705963,0.002683281572999748,8.7436,32
ord14_xor_bg,col-bank-bg-rank-row,random,random,5e-05,0.99995,0.03145,0.0,0.0,0.0083,0.021160340261914504,0.03984971769034255,20.45205,32
ord14_xor_bg,col-bank-bg-rank-row,locality,locality,0.0068,0.9932,0.0288,0.0,0.0,0.0049,0.01953765594947357,0.03912646163403995,20.5213,32
ord14_xor_rank,col-bank-bg-rank-row,linear,linear,0.968,0.032,0.0,0.0,0.0,0.0186,0.0030199337741083,0.005366563145999496,2.9358,32
ord14_xor_rank,col-bank-bg-rank-row,strided,strided,0.8746,0.1254,0.0,0.0,0.0,0.0016,0.0024738633753705963,0.002683281572999748,8.7436,32
ord14_xor_rank,col-bank-bg-rank-row,random,random,0.0,1.0,0.03175,0.0,0.0,0.005,0.012658593918757328,0.03491704454847231,20.4326,32
ord14_xor_rank,col-bank-bg-rank-row,locality,locality,0.0068,0.9932,0.0293,0.0,0.0,0.004,0.023653329575347316,0.039561597541049834,20.41895,32
ord15_direct,col-bank-bg-row-rank,linear,linear,0.93745,0.06255,0.0,0.0,0.0,1.0,0.0030199337741083,0.005366563145999496,2.9358,32
ord15_direct,col-bank-bg-row-rank,strided,strided,0.74995,0.25005,0.0,0.0,0.0,1.0,0.0024738633753705963,0.002683281572999748,8.7436,32
ord15_direct,col-bank-bg-row-rank,random,random,0.0,1.0,0.03175,0.0,0.0,0.0067,0.012658593918757328,0.03491704454847231,20.4326,32
ord15_direct,col-bank-bg-row-rank,locality,locality,0.00325,0.99675,0.02965,0.0,0.0,0.0365,0.023653329575347316,0.039561597541049834,20.41895,32
ord15_xor_bank,col-bank-bg-row-rank,linear,linear,0.93745,0.06255,0.0,0.0,0.0,1.0,0.0030199337741083,0.005366563145999496,2.9358,32
ord15_xor_bank,col-bank-bg-row-rank,strided,strided,0.74995,0.25005,0.0,0.0,0.0,1.0,0.0024738633753705963,0.002683281572999748,8.7436,32
ord15_xor_bank,col-bank-bg-row-rank,random,random,0.0,1.0,0.0303,0.0,0.0,0.0067,0.012658593918757328,0.04628088158192322,20.4329,32
ord15_xor_bank,col-bank-bg-row-rank,locality,locality,0.0033,0.9967,0.0295,0.0,0.0,0.0365,0.023653329575347316,0.036553522402088694,20.4325,32
ord15_xor_bg,col-bank-bg-row-rank,linear,linear,0.93745,0.06255,0.0,0.0,0.0,1.0,0.0030199337741083,0.005366563145999496,2.9358,32
ord15_xor_bg,col-bank-bg-row-rank,strided,strided,0.74995,0.25005,0.0,0.0,0.0,1.0,0.0024738633753705963,0.002683281572999748,8.7436,32
ord15_xor_bg,col-bank-bg-row-rank,random,random,0.0,1.0,0.03275,0.0,0.0,0.0067,0.011274750551564322,0.03899538434225261,20.3843,32
ord15_xor_bg,col-bank-bg-row-rank,locality,locality,0.0033,0.9967,0.03045,0.0,0.0,0.0365,0.016849925815860436,0.042001904718714844,20.429,32
ord15_xor_rank,col-bank-bg-row-rank,linear,linear,0.93745,0.06255,0.0,0.0,0.0,1.0,0.0030199337741083,0.005366563145999496,2.9358,32
ord15_xor_rank,col-bank-bg-row-rank,strided,strided,0.74995,0.25005,0.0,0.0,0.0,1.0,0.0024738633753705963,0.002683281572999748,8.7436,32
ord15_xor_rank,col-bank-bg-row-rank,random,random,0.0,1.0,0.03175,0.0,0.0,0.0067,0.012658593918757328,0.03491704454847231,20.4326,32
ord15_xor_rank,col-bank-bg-row-rank,locality,locality,0.00325,0.99675,0.02965,0.0,0.0,0.0175,0.023653329575347316,0.039561597541049834,20.41895,32
ord16_direct,col-bank-row-rank-bg,linear,linear,0.93745,0.06255,0.0,0.0,0.0,1.0,2.6457513110645903,2.6457533671905247,2.9358,32
ord16_direct,col-bank-row-rank-bg,strided,strided,0.74995,0.25005,0.0,0.0,0.0,1.0,2.6457513110645903,2.6457513110645903,3.99895,32
ord16_direct,col-bank-row-rank-bg,random,random,0.0,1.0,0.03005,0.0,0.0,0.005,0.027240411156955763,0.04501022106144337,20.37505,32
ord16_direct,col-bank-row-rank-bg,locality,locality,0.0016,0.9984,0.2296,0.0,0.0,0.0032,0.08174325660260912,0.08826958706145621,10.0911,32
ord16_xor_bank,col-bank-row-rank-bg,linear,linear,0.93745,0.06255,0.0,0.0,0.0,1.0,2.6457513110645903,2.6457533671905247,2.9358,32
ord16_xor_bank,col-bank-row-rank-bg,strided,strided,0.74995,0.25005,0.0,0.0,0.0,1.0,2.6457513110645903,2.6457513110645903,3.99895,32
ord16_xor_bank,col-bank-row-rank-bg,random,random,0.0,1.0,0.0281,0.0,0.0,0.005,0.027240411156955763,0.04262018301227718,20.53665,32
ord16_xor_bank,col-bank-row-rank-bg,locality,locality,0.0016,0.9984,0.22865,0.0,0.0,0.0032,0.08174325660260912,0.09268958949094552,10.1002,32
ord16_xor_rank,col-bank-row-rank-bg,linear,linear,0.93745,0.06255,0.0,0.0,0.0,1.0,2.6457513110645903,2.6457533671905247,2.9358,32
ord16_xor_rank,col-bank-row-rank-bg,strided,strided,0.74995,0.25005,0.0,0.0,0.0,1.0,2.6457513110645903,2.6457513110645903,3.99895,32
ord16_xor_rank,col-bank-row-rank-bg,random,random,0.0,1.0,0.03005,0.0,0.0,0.0123,0.027240411156955763,0.04501022106144337,20.37505,32
ord16_xor_rank,col-bank-row-rank-bg,locality,locality,0.0016,0.9984,0.2296,0.0,0.0,0.033,0.08174325660260912,0.08826958706145621,10.0911,32
ord16_xor_bg,col-bank-row-rank-bg,linear,linear,0.93745,0.06255,0.0,0.0,0.0,1.0,2.6457513110645903,2.6457533671905247,2.9358,32
ord16_xor_bg,col-bank-row-rank-bg,strided,strided,0.74995,0.25005,0.0,0.0,0.0,1.0,2.6457513110645903,2.6457513110645903,3.99895,32
ord16_xor_bg,col-bank-row-rank-bg,random,random,0.0,1.0,0.0319,0.0,0.0,0.005,0.027925615481131295,0.041534563919704275,20.47175,32
ord16_xor_bg,col-bank-row-rank-bg,locality,locality,0.0016,0.9984,0.22695,0.0,0.0,0.0032,0.10663470354439028,0.11330242715846824,10.09025,32
ord17_direct,col-bank-row-bg-rank,linear,linear,0.93745,0.06255,0.0,0.0,0.0,1.0,2.6457513110645903,2.6457533671905247,2.9358,32
ord17_direct,col-bank-row-bg-rank,strided,strided,0.74995,0.25005,0.0,0.0,0.0,1.0,2.6457513110645903,2.6457513110645903,3.99895,32
ord17_direct,col-bank-row-bg-rank,random,random,0.0,1.0,0.0312,0.0,0.0,0.0067,0.016859418732566078,0.03893173512701431,20.3958,32
ord17_direct,col-bank-row-bg-rank,locality,locality,0.0016,0.9984,0.22915,0.0,0.0,0.0365,0.09104174866510419,0.0948717028412582,10.1481,32
ord17_xor_bank,col-bank-row-bg-rank,linear,linear,0.93745,0.06255,0.0,0.0,0.0,1.0,2.6457513110645903,2.6457533671905247,2.9358,32
ord17_xor_bank,col-bank-row-bg-rank,strided,strided,0.74995,0.25005,0.0,0.0,0.0,1.0,2.6457513110645903,2.6457513110645903,3.99895,32
ord17_xor_bank,col-bank-row-bg-rank,random,random,0.0,1.0,0.0283,0.0,0.0,0.0067,0.016859418732566078,0.0405383768791993,20.53395,32
ord17_xor_bank,col-bank-row-bg-rank,locality,locality,0.0016,0.9984,0.22925,0.0,0.0,0.0365,0.09104174866510419,0.10255535090866785,10.1522,32
ord17_xor_bg,col-bank-row-bg-rank,linear,linear,0.93745,0.06255,0.0,0.0,0.0,1.0,2.6457513110645903,2.6457533671905247,2.9358,32
ord17_xor_bg,col-bank-row-bg-rank,strided,strided,0.74995,0.25005,0.0,0.0,0.0,1.0,2.6457513110645903,2.6457513110645903,3.99895,32
ord17_xor_bg,col-bank-row-bg-rank,random,random,0.0,1.0,0.02995,0.0,0.0,0.0067,0.018469434208984312,0.03720860115618431,20.42525,32
ord17_xor_bg,col-bank-row-bg-rank,locality,locality,0.0016,0.9984,0.2272,0.0,0.0,0.0365,0.07981077621474433,0.08510605148871613,10.237,32
ord17_xor_rank,col-bank-row-bg-rank,linear,linear,0.93745,0.06255,0.0,0.0,0.0,1.0,2.6457513110645903,2.6457533671905247,2.9358,32
ord17_xor_rank,col-bank-row-bg-rank,strided,strided,0.74995,0.25005,0.0,0.0,0.0,1.0,2.6457513110645903,2.6457513110645903,3.99895,32
ord17_xor_rank,col-bank-row-bg-rank,random,random,0.0,1.0,0.0312,0.0,0.0,0.0028,0.016859418732566078,0.03893173512701431,20.3958,32
ord17_xor_rank,col-bank-row-bg-rank,locality,locality,0.0016,0.9984,0.22915,0.0,0.0,0.0063,0.09104174866510419,0.0948717028412582,10.1481,32
ord18_direct,col-row-rank-bg-bank,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord18_direct,col-row-rank-bg-bank,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord18_direct,col-row-rank-bg-bank,random,random,0.0,1.0,0.0298,0.0,0.0,0.0062,0.018041064270158787,0.043185182644050496,20.39905,32
ord18_direct,col-row-rank-bg-bank,locality,locality,0.0006,0.9994,0.9031,0.0,0.0,0.0697,0.07916185950317235,0.18612769809998728,3.79805,32
ord18_xor_rank,col-row-rank-bg-bank,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord18_xor_rank,col-row-rank-bg-bank,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord18_xor_rank,col-row-rank-bg-bank,random,random,0.0,1.0,0.0298,0.0,0.0,0.0109,0.018041064270158787,0.043185182644050496,20.39905,32
ord18_xor_rank,col-row-rank-bg-bank,locality,locality,0.0006,0.9994,0.9031,0.0,0.0,0.0269,0.07916185950317235,0.18612769809998728,3.79805,32
ord18_xor_bg,col-row-rank-bg-bank,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord18_xor_bg,col-row-rank-bg-bank,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord18_xor_bg,col-row-rank-bg-bank,random,random,0.0,1.0,0.0301,0.0,0.0,0.0062,0.019223943403994925,0.03560224712009061,20.3539,32
ord18_xor_bg,col-row-rank-bg-bank,locality,locality,0.0007,0.9993,0.86915,0.0,0.0,0.0697,0.07343187318869103,0.1668153470157947,4.0624,32
ord18_xor_bank,col-row-rank-bg-bank,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord18_xor_bank,col-row-rank-bg-bank,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord18_xor_bank,col-row-rank-bg-bank,random,random,0.0,1.0,0.031,0.0,0.0,0.0062,0.018041064270158787,0.03945630494610462,20.4571,32
ord18_xor_bank,col-row-rank-bg-bank,locality,locality,0.00065,0.99935,0.88495,0.0,0.0,0.0697,0.07916185950317235,0.16862170678770866,3.9466,32
ord19_direct,col-row-rank-bank-bg,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord19_direct,col-row-rank-bank-bg,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord19_direct,col-row-rank-bank-bg,random,random,0.0,1.0,0.0298,0.0,0.0,0.0062,0.027240411156955763,0.043185182644050496,20.39905,32
ord19_direct,col-row-rank-bank-bg,locality,locality,0.0006,0.9994,0.9031,0.0,0.0,0.0697,0.08174325660260912,0.18612769809998728,3.79805,32
ord19_xor_rank,col-row-rank-bank-bg,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord19_xor_rank,col-row-rank-bank-bg,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord19_xor_rank,col-row-rank-bank-bg,random,random,0.0,1.0,0.0298,0.0,0.0,0.0109,0.027240411156955763,0.043185182644050496,20.39905,32
ord19_xor_rank,col-row-rank-bank-bg,locality,locality,0.0006,0.9994,0.9031,0.0,0.0,0.0269,0.08174325660260912,0.18612769809998728,3.79805,32
ord19_xor_bank,col-row-rank-bank-bg,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord19_xor_bank,col-row-rank-bank-bg,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord19_xor_bank,col-row-rank-bank-bg,random,random,0.0,1.0,0.03055,0.0,0.0,0.0062,0.027240411156955763,0.04853369963231734,20.38805,32
ord19_xor_bank,col-row-rank-bank-bg,locality,locality,0.00065,0.99935,0.88575,0.0,0.0,0.0697,0.08174325660260912,0.18850740038523686,3.9305,32
ord19_xor_bg,col-row-rank-bank-bg,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord19_xor_bg,col-row-rank-bank-bg,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord19_xor_bg,col-row-rank-bank-bg,random,random,0.0,1.0,0.03305,0.0,0.0,0.0062,0.015652475842498525,0.03851025837358144,20.3666,32
ord19_xor_bg,col-row-rank-bank-bg,locality,locality,0.0007,0.9993,0.86885,0.0,0.0,0.0697,0.09914151501767561,0.19811229139051417,4.0401,32
ord20_direct,col-row-bg-rank-bank,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord20_direct,col-row-bg-rank-bank,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord20_direct,col-row-bg-rank-bank,random,random,0.0,1.0,0.0307,0.0,0.0,0.0039,0.019198958305074783,0.038991281076671484,20.42635,32
ord20_direct,col-row-bg-rank-bank,locality,locality,0.00065,0.99935,0.9006,0.0,0.0,0.0287,0.09131900130859952,0.2059697065104478,3.809,32
ord20_xor_bg,col-row-bg-rank-bank,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord20_xor_bg,col-row-bg-rank-bank,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord20_xor_bg,col-row-bg-rank-bank,random,random,0.0,1.0,0.0312,0.0,0.0,0.0039,0.02204812917233569,0.04481428343731494,20.40465,32
ord20_xor_bg,col-row-bg-rank-bank,locality,locality,0.0007,0.9993,0.86975,0.0,0.0,0.0287,0.04688240608159952,0.15412202957397103,4.0667,32
ord20_xor_rank,col-row-bg-rank-bank,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord20_xor_rank,col-row-bg-rank-bank,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord20_xor_rank,col-row-bg-rank-bank,random,random,0.0,1.0,0.0307,0.0,0.0,0.0114,0.019198958305074783,0.038991281076671484,20.42635,32
ord20_xor_rank,col-row-bg-rank-bank,locality,locality,0.00065,0.99935,0.9006,0.0,0.0,0.0145,0.09131900130859952,0.2059697065104478,3.809,32
ord20_xor_bank,col-row-bg-rank-bank,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord20_xor_bank,col-row-bg-rank-bank,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord20_xor_bank,col-row-bg-rank-bank,random,random,0.0,1.0,0.03145,0.0,0.0,0.0039,0.019198958305074783,0.04684271554895168,20.38615,32
ord20_xor_bank,col-row-bg-rank-bank,locality,locality,0.00065,0.99935,0.8856,0.0,0.0,0.0287,0.09131900130859952,0.18328251416870078,3.91555,32
ord21_direct,col-row-bg-bank-rank,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord21_direct,col-row-bg-bank-rank,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord21_direct,col-row-bg-bank-rank,random,random,0.0,1.0,0.0308,0.0,0.0,0.0067,0.019198958305074783,0.033801775101316794,20.4728,32
ord21_direct,col-row-bg-bank-rank,locality,locality,0.00065,0.99935,0.90065,0.0,0.0,0.0365,0.09131900130859952,0.1917239682460177,3.8091,32
ord21_xor_bg,col-row-bg-bank-rank,linear,linear,0.93745,0.06255,0.0625,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord21_xor_bg,col-row-bg-bank-rank,strided,strided,0.74995,0.25005,0.25,0.0,0.0,1.0,2.6457513110645903,5.5677643628300215,1.0,32
ord21_xor_bg,col-row-bg-bank-rank,random,random,0.0,1.0,0.0318,0.0,0.0,0.0067,0.02204812917233569,0.04489454309824302,20.3308,32
ord21_xor_bg,col-row-bg-bank-rank,locality,locality,0.0007,0.9993,0.87005,0.0,0.0,0.0365,0.04688240608159952,0.16487765160870044,4.0441,32
